ID,predict_proba
7714,0.192106894
34338,0.508587015
8309,0.703688853
55792,0.498962553
34143,0.407081204
1731,0.852051201
4403,0.301089596
25909,0.664724266
67278,0.582372535
28038,0.754823059
31470,0.89397929
25000,0.671898286
47980,0.632205323
38317,0.905739503
62197,0.499631866
71208,0.931699314
44315,0.814355801
28075,0.201682826
56340,0.886338451
29692,0.220288157
49814,0.751076396
33082,0.24717332
16360,0.675192773
51228,0.138455754
36948,0.313917844
31383,0.837026351
57016,0.1156389
12518,0.035181661
44984,0.658919032
33649,0.383519825
38961,0.124823853
51033,0.324593314
1321,0.296953302
2987,0.917752032
24539,0.591880463
72161,0.355652456
56837,0.819852541
54873,0.725440528
53998,0.724801603
40969,0.204834778
2819,0.43372817
42903,0.693487013
51646,0.879782273
29381,0.473731536
46801,0.762882125
32776,0.224838708
27259,0.90844864
24515,0.784717823
42510,0.320285213
47482,0.502335168
15320,0.201199286
64877,0.74313666
20824,0.342815592
15217,0.488151836
33032,0.032647689
44980,0.620050068
22324,0.256558441
16179,0.15338762
20968,0.849738353
56958,0.895453469
14521,0.898108178
64783,0.237829409
64992,0.759452363
64908,0.770271319
58609,0.530397331
46126,0.101005532
3885,0.608083381
64831,0.233945102
18254,0.909770595
51503,0.898309143
40389,0.890323892
56189,0.869630227
53277,0.759686164
57340,0.917819301
12662,0.773900479
66471,0.341942611
37029,0.740271964
13487,0.502203681
70047,0.734817377
29227,0.667956584
31565,0.450361653
25815,0.413950974
46700,0.348279789
9967,0.763818558
71058,0.503642848
53288,0.723177254
15560,0.767226209
39314,0.626726255
72280,0.658269747
70119,0.728124005
42298,0.35820026
14310,0.476277359
56146,0.901098928
9894,0.215824824
70603,0.773459762
45098,0.221805987
65109,0.696831268
34765,0.036071217
11863,0.482124679
26440,0.375167055
15643,0.466121576
66148,0.489080842
32211,0.665484535
22884,0.032668904
5565,0.36659606
29745,0.70655197
59251,0.621205443
58569,0.547159342
32802,0.348120322
11995,0.35528612
32368,0.572620476
42761,0.611775581
55457,0.267795774
8594,0.842276101
66569,0.148655969
72965,0.658919432
57405,0.464367192
56459,0.060822161
38365,0.546314219
36101,0.709541108
43122,0.718940667
25486,0.566341941
67634,0.037445023
48764,0.933008353
34774,0.236588396
9688,0.440413696
32432,0.155485613
46707,0.086862512
31719,0.19187978
56145,0.664543225
2227,0.903243514
66917,0.137509651
45906,0.414390791
35117,0.694652447
29995,0.280608572
6624,0.029857135
31049,0.291239992
10401,0.610802421
8562,0.063872705
12941,0.809456312
27242,0.502477551
60056,0.516324109
20710,0.336674626
5179,0.226264834
56396,0.636855048
53571,0.621681451
2238,0.470591823
3267,0.573730016
44948,0.766302187
28921,0.02602586
29239,0.721691785
43295,0.088591582
8591,0.574728187
55035,0.757751291
19733,0.682867559
37144,0.726393153
54764,0.400465296
48927,0.270435412
70866,0.69328031
63916,0.71417971
56013,0.624130371
64676,0.619615518
57581,0.496641473
41487,0.156742532
27514,0.779240884
62998,0.704548448
63207,0.492485779
27039,0.421765512
54108,0.339646279
12738,0.331192732
32933,0.390662134
65254,0.910789601
66791,0.768708644
22634,0.692493078
28388,0.320145941
17650,0.893263442
54737,0.429947784
19927,0.518405108
42638,0.669538078
227,0.204857615
6019,0.553266816
60012,0.078908862
69452,0.305243681
43349,0.922050629
4810,0.615420312
28779,0.114115297
24621,0.238003504
51674,0.419837344
55344,0.058111472
45755,0.701522133
44958,0.348559434
5699,0.351330842
7683,0.036153825
46980,0.878381656
31572,0.112090583
16034,0.430436836
23713,0.925768742
59657,0.772720664
40265,0.90443683
54766,0.133138481
65921,0.892665069
68904,0.681074615
4298,0.845803951
26689,0.757323609
9138,0.207002564
40782,0.856328228
36678,0.818746952
5065,0.716203416
29842,0.622575475
16735,0.890642981
60414,0.35280188
2955,0.762288591
26774,0.267772179
63400,0.108239351
597,0.643394547
58917,0.679346728
31676,0.30373197
64012,0.59241641
40865,0.241064813
38451,0.236514054
42849,0.749757974
11008,0.922762435
72338,0.622872234
6292,0.846073514
47977,0.573721562
41402,0.751836696
43190,0.837567602
41628,0.88205726
42242,0.890401774
26053,0.237351631
4676,0.799924455
32741,0.778770169
15490,0.53121425
72774,0.79221258
27114,0.821736443
56600,0.875979751
72412,0.666670445
33132,0.753284804
58207,0.896485148
26765,0.411465963
57893,0.372212943
11728,0.604581604
70953,0.342040558
27631,0.424945643
41281,0.561057602
47484,0.494672738
36270,0.552583805
34024,0.246471052
50073,0.783045143
1831,0.574381694
32892,0.648231866
1287,0.447975169
30023,0.137698663
29298,0.694561247
20762,0.369266845
18002,0.435505576
30631,0.380802177
66202,0.619684465
68835,0.520968653
33777,0.88442716
65640,0.578715708
31058,0.477142272
69883,0.725378295
45752,0.293514311
45553,0.878237781
7929,0.688248528
48132,0.671651834
34473,0.145056824
34344,0.328473645
18933,0.902440639
33174,0.120929547
73346,0.716310016
27034,0.700285929
36480,0.445823179
57415,0.105655287
27305,0.385227025
19606,0.613373712
6939,0.621806138
13511,0.715505632
32685,0.41026973
35765,0.432493232
51009,0.147913105
56081,0.624893158
44388,0.914724559
6323,0.358698544
22163,0.34273679
20390,0.612871365
58038,0.093819176
12765,0.41266216
33855,0.582677716
57674,0.644819715
64500,0.26850485
46088,0.814979772
20068,0.260567797
18644,0.20520107
48184,0.346054314
28453,0.784658203
5293,0.328966331
51458,0.328852731
1635,0.737295515
15270,0.429912262
38691,0.439863945
52910,0.63480734
31400,0.445868598
46114,0.218797918
22327,0.441404616
26961,0.609432396
31443,0.359537262
10240,0.263970846
3659,0.224655638
64027,0.621344842
36731,0.040162214
25702,0.466390677
32403,0.310796698
20290,0.348716313
29543,0.718355734
1403,0.287530249
22300,0.300367769
11926,0.293049803
359,0.87142376
71140,0.87829994
13507,0.420306853
14071,0.647391276
18103,0.731315879
70249,0.291253234
30158,0.51256158
4597,0.263654052
49744,0.286829843
27121,0.541217669
52167,0.335741117
20036,0.061350012
39234,0.752236622
57875,0.695390208
60975,0.140192824
63289,0.039975347
169,0.104211577
8949,0.925837334
14387,0.780639397
48819,0.612250873
7474,0.37575957
39725,0.902743334
16361,0.92170024
9708,0.915675494
11531,0.273352223
53656,0.713157716
8691,0.309446203
61490,0.303386405
52319,0.731401375
42421,0.323999014
68032,0.118009551
28675,0.888367041
61382,0.782634465
42395,0.235636481
4809,0.580314306
60335,0.644932042
26326,0.303990298
69945,0.622520703
12669,0.302774041
58623,0.112128981
33221,0.80968572
20026,0.543248988
64883,0.034291683
7654,0.202703911
64127,0.148703876
11061,0.701121144
49090,0.487988006
63284,0.253826002
9946,0.640199078
23314,0.643277534
11000,0.399189362
31109,0.65437435
22047,0.51083632
73193,0.195270509
61434,0.849758037
63809,0.366994876
18075,0.457896879
22544,0.680141943
72958,0.400702647
71450,0.697317878
39332,0.661238843
28858,0.932638056
27788,0.896829035
50524,0.7072759
2861,0.731561717
12755,0.895032075
46077,0.754805126
46746,0.484373874
25138,0.387063995
12305,0.493549109
28155,0.541788127
61401,0.833333499
37318,0.360500781
65037,0.915554457
63217,0.75276161
42997,0.78081753
12056,0.403117653
19995,0.916214356
33119,0.549882626
49803,0.490992807
46333,0.600664732
68,0.37785809
2486,0.787460453
31063,0.153779827
24755,0.513120619
55773,0.229201406
32699,0.074282947
56278,0.479119119
24786,0.419737792
37736,0.762262815
46674,0.509591455
4187,0.137378568
24214,0.225854053
61205,0.062666159
12678,0.766019406
53981,0.147587504
35492,0.254612483
46061,0.768605537
12377,0.739102651
58778,0.20225582
35797,0.064174978
31564,0.540545661
70907,0.848931363
24967,0.284966324
33620,0.062430296
72546,0.664346575
38479,0.482392276
42389,0.762080307
992,0.094394665
51217,0.03713396
48644,0.226165871
9509,0.710290763
71464,0.862959945
12360,0.032461877
26394,0.316279836
50605,0.857590136
14994,0.454153098
63604,0.767062657
40113,0.486264236
58455,0.841015218
60157,0.461331559
8635,0.42925826
52082,0.832302924
62090,0.817067258
60970,0.799340355
46140,0.149462512
47392,0.483130482
11642,0.729564411
49548,0.66957803
7910,0.081838373
32725,0.36689116
54378,0.612909199
47365,0.589019155
70112,0.453417324
15461,0.865979709
9703,0.25482547
28814,0.34040148
18934,0.673973311
52462,0.238734008
20767,0.64551982
29034,0.605626058
7708,0.464771963
42850,0.904414642
40302,0.056374875
34820,0.082011229
4860,0.767251191
18759,0.922969438
46080,0.631493054
44620,0.233612312
46200,0.91927319
16989,0.865069423
39837,0.358699725
57180,0.479418579
45331,0.538226879
32063,0.702871441
63867,0.764722951
5582,0.378273297
12340,0.387975612
61501,0.773112316
4127,0.820683235
24193,0.142761718
48939,0.561692911
13153,0.078712015
37510,0.3065444
65356,0.62622294
17300,0.35968062
60433,0.507586018
4335,0.471225728
14224,0.170357752
50924,0.917092704
5020,0.543975838
21412,0.728022956
66724,0.317111487
41490,0.787856892
34312,0.603621666
27808,0.180847391
30761,0.703440715
1466,0.457837142
24501,0.553728884
880,0.527554547
45300,0.250392101
4505,0.596535668
8561,0.932679259
67496,0.699580723
39809,0.90671437
29695,0.266225046
24629,0.500160173
43192,0.396871616
62775,0.305014862
48439,0.647555436
14961,0.694481226
58523,0.426940969
6314,0.111690016
46447,0.662016156
14535,0.242609028
65751,0.73837201
47807,0.32809243
62533,0.916759955
49969,0.219556888
19445,0.285694517
6231,0.218225152
32072,0.611334261
54548,0.368805468
10985,0.502315138
12699,0.670257161
48521,0.46511983
64754,0.809819054
47464,0.562440136
11392,0.500876626
32557,0.917756173
58019,0.080983974
59481,0.217422562
70373,0.026211081
19076,0.882980168
66800,0.172511553
17254,0.102716298
65230,0.67746024
63708,0.522210062
17032,0.398881857
33346,0.662771139
21899,0.745724937
35110,0.460544543
10508,0.896613932
38384,0.507875303
70981,0.315064021
59647,0.7632983
65613,0.253302288
12353,0.845525903
47950,0.609215383
28036,0.740744848
24799,0.898695748
45920,0.169805141
66367,0.542757492
40754,0.695729145
66900,0.810922629
61667,0.072745516
13861,0.688890433
7284,0.365074517
16744,0.694544306
13120,0.30924828
70791,0.758383279
63938,0.559572111
70160,0.353151564
33373,0.149304298
55015,0.417152919
17275,0.895306107
11010,0.726324199
19808,0.622371995
49730,0.405882382
66239,0.301673154
18940,0.365508096
16643,0.211578433
60200,0.5869318
10724,0.264455314
33609,0.926532258
29269,0.81152963
19202,0.396494493
4947,0.611401497
65539,0.902157871
17268,0.371973881
6600,0.618976648
17772,0.903329224
22315,0.349054205
8957,0.111412397
28641,0.484564819
31809,0.196033826
14147,0.890874255
39238,0.323653869
24113,0.286338247
26597,0.093413142
900,0.364437531
53489,0.475900642
56261,0.684598304
55046,0.0995119
47224,0.7264853
66268,0.703560573
4838,0.902875714
53427,0.772429688
32145,0.281078771
46983,0.323055192
36292,0.792650205
27789,0.479858485
25539,0.434620027
58933,0.527884245
62167,0.728909417
35276,0.677844213
60790,0.905364662
23008,0.677414663
63336,0.319705338
61850,0.094938642
12836,0.644019237
55860,0.248606632
35573,0.841410307
44664,0.236747345
46093,0.39025254
12138,0.769157045
46623,0.710151211
28096,0.109700844
58793,0.925348809
36015,0.233953125
38379,0.433144738
45900,0.250029179
50374,0.903591791
12970,0.261374487
71410,0.281249783
16063,0.29962651
18308,0.415686503
64720,0.450302235
62617,0.899121679
18155,0.587960898
12873,0.418094622
28925,0.628976893
63473,0.626923356
60118,0.527235567
55802,0.812993756
28117,0.894327113
65384,0.577256693
12315,0.630256253
8171,0.925733822
45169,0.602374141
29185,0.423455293
65975,0.845679534
55734,0.842656501
8160,0.741950656
5341,0.337410418
46375,0.546504214
50589,0.23160725
39618,0.081796278
67166,0.607505635
28736,0.75140945
49456,0.162886056
23172,0.244875149
64565,0.257702774
35531,0.665282999
63094,0.753826187
48837,0.723002133
70379,0.842021103
12408,0.784538395
63055,0.87108808
58696,0.252992719
53895,0.664894271
19925,0.049579005
72778,0.621636678
55656,0.771838889
1724,0.668539145
72868,0.831473795
11722,0.408309516
32936,0.269156279
60851,0.320983725
40395,0.768869865
26023,0.599073169
41414,0.919151128
43254,0.282829422
72250,0.626155902
56981,0.922590443
10339,0.291949526
55612,0.248937829
40762,0.80375979
68443,0.60189078
43409,0.765588736
8863,0.18833594
10831,0.873483037
2262,0.787641904
32731,0.128608573
14417,0.752590441
71584,0.096704331
21046,0.922114959
64489,0.793425936
61153,0.756568612
21717,0.271642898
1162,0.858957549
72597,0.205334002
49001,0.571118928
53145,0.786159898
41514,0.89973913
34479,0.156710782
40157,0.895218733
29737,0.576417493
4897,0.185466101
41314,0.9103449
7807,0.488960915
23120,0.735027147
23188,0.313981879
51371,0.147390809
34740,0.084270471
33510,0.92726537
55475,0.298000667
28061,0.430169669
28731,0.061398442
48320,0.859880731
61498,0.912275396
20814,0.028813721
17441,0.547133841
8275,0.324653925
6922,0.896585361
29839,0.750422813
57213,0.80663692
68597,0.904150879
72596,0.824393457
66421,0.191257317
24933,0.895852234
58451,0.299995495
14508,0.718936162
68480,0.692646712
69029,0.759071503
3862,0.87649262
70868,0.124100302
49262,0.769911379
20944,0.12855593
65080,0.746166068
14494,0.32353826
4521,0.508821297
393,0.468600808
63322,0.372232486
6011,0.756774043
8843,0.924924432
72642,0.079277132
29990,0.698443033
49827,0.576607033
49301,0.466802272
37918,0.516245753
21084,0.254314375
16340,0.44018297
4677,0.909582385
18913,0.50844554
58330,0.056214237
68209,0.504874118
16498,0.796769148
46732,0.585445445
12787,0.76373732
63246,0.28029272
54502,0.317460347
25675,0.3794126
45948,0.288400459
36065,0.520629911
11322,0.913225886
50138,0.597403846
47113,0.838389233
62746,0.850084495
23400,0.39785266
7249,0.2595142
34827,0.679419853
39298,0.618529703
2137,0.315574164
67031,0.033553691
36147,0.75132872
3804,0.835580572
48670,0.438291378
33694,0.066888105
14299,0.605365873
23093,0.299797165
66162,0.765835551
18332,0.714511062
45697,0.447160919
53844,0.077672436
67458,0.854146088
3857,0.559541452
68729,0.434269539
10864,0.60772354
20053,0.893790284
39698,0.576793733
45542,0.282444421
56388,0.026570774
68803,0.029532479
2709,0.518960202
23094,0.333728704
10728,0.256101638
37993,0.327264379
11103,0.313184766
29482,0.409736159
64481,0.754855716
6561,0.48310856
44629,0.756664311
12199,0.46950569
34267,0.163184859
39906,0.198094292
27580,0.580936676
24388,0.894495905
55445,0.766401386
69379,0.918282023
44540,0.222422206
48092,0.894179044
55770,0.713871623
45501,0.565235497
22513,0.115374133
38018,0.728487041
63800,0.681400139
2656,0.436491898
36350,0.453697694
27688,0.399519646
2202,0.485393046
5219,0.353800184
67873,0.24487329
44589,0.618953536
47633,0.542633953
67977,0.721581141
32331,0.902601559
60428,0.245759826
72832,0.355076454
50653,0.827587654
34766,0.31427121
23158,0.412426199
19310,0.651474198
10564,0.909468671
22457,0.888955037
40065,0.925348476
4039,0.843746426
30459,0.1060645
17675,0.688571104
70731,0.390036409
7476,0.156004472
30708,0.435775791
18449,0.592115016
15496,0.803649504
11189,0.839633952
52798,0.736257556
20223,0.294159827
37843,0.852510362
70084,0.317961291
38579,0.861205368
54342,0.100147551
946,0.706189337
73268,0.81069308
13506,0.397922369
24017,0.84909995
52840,0.640834408
31709,0.764936708
46684,0.278909716
27698,0.433132036
43870,0.927755009
63014,0.294166505
36587,0.626961699
12471,0.107738649
30278,0.626520205
29913,0.482993155
29646,0.204818439
71780,0.650186294
47385,0.930707509
22370,0.769979339
61286,0.747634464
2098,0.506325251
66174,0.349069649
53625,0.887364207
12826,0.876288594
38673,0.882870297
7601,0.61803512
37590,0.368691841
32201,0.344026435
70594,0.069569606
39964,0.814013919
65892,0.302609762
54581,0.611307522
2179,0.511377244
7823,0.843022559
23162,0.851279273
63086,0.773782618
72676,0.334930897
24473,0.445474312
43056,0.921652159
9892,0.612538184
54027,0.461003538
27149,0.289284815
27989,0.098207053
36811,0.914446509
55257,0.406846451
4641,0.78624843
17485,0.28334557
22564,0.68569421
67518,0.226355612
41076,0.74345384
25851,0.924359407
48933,0.517660749
59275,0.747860682
13419,0.479231818
26392,0.410350358
37818,0.906498648
36936,0.897226847
26978,0.908300586
70368,0.721793426
17824,0.318339817
59518,0.780714349
39010,0.743777496
69928,0.068302688
51249,0.482506624
48854,0.810642002
59092,0.921075741
64718,0.336722661
12386,0.372402947
17927,0.861212533
47970,0.931175607
14680,0.427358938
56188,0.737163695
60972,0.325595803
26476,0.831673531
63500,0.77451969
63837,0.576158166
24945,0.263608022
52040,0.376092107
68021,0.367041533
46990,0.617829508
739,0.474546537
29369,0.424275655
61180,0.201566679
33892,0.32377311
13058,0.710766079
50341,0.668704397
62256,0.488369419
33222,0.317406681
48003,0.773450814
33275,0.693300903
24867,0.341741678
29258,0.899066437
46851,0.745088362
67405,0.061870623
72071,0.220100155
69678,0.314617576
8282,0.81511414
55705,0.643432912
68346,0.742495515
20064,0.35211285
35813,0.234326402
72630,0.381123639
5864,0.580940099
14177,0.136567379
65858,0.294867111
26098,0.30043023
16286,0.518654365
60714,0.425514323
52685,0.332455489
12258,0.776394333
67397,0.639244495
7780,0.585620035
73078,0.122556673
63655,0.866747772
65581,0.775669453
1025,0.881516542
41436,0.198997059
10887,0.660761884
31884,0.679333054
23342,0.88871744
50812,0.402691846
35812,0.744665013
34753,0.275252247
53693,0.620686851
14083,0.277476576
19784,0.156985552
39743,0.289541966
72285,0.436151142
35434,0.095599562
2763,0.109541973
61835,0.613327585
65069,0.228966039
65886,0.583562067
6521,0.919071931
35213,0.862447593
46328,0.701029424
9829,0.641593534
19444,0.094643044
2756,0.300769601
46631,0.385018762
4876,0.660602588
19409,0.616074836
61941,0.733105085
60005,0.403560273
20993,0.336632453
19075,0.821683601
4644,0.737126309
513,0.329728763
10765,0.075125759
48802,0.471185747
70092,0.755413786
28910,0.714168524
53,0.467789454
5738,0.61867584
66766,0.423428657
22192,0.879568474
56322,0.45980543
64885,0.509991197
18978,0.2219472
48120,0.634106283
48780,0.438978088
22932,0.803911893
67205,0.649624908
13771,0.801966099
8615,0.435824989
5920,0.734007432
40515,0.71333951
20510,0.381667559
29109,0.170458608
72977,0.327052943
29624,0.698695257
52391,0.102812789
60562,0.515224902
27884,0.862673319
4599,0.799705084
31739,0.625034976
5503,0.665740764
72654,0.922607718
16964,0.793780167
1238,0.580250853
46658,0.430390441
72985,0.27821757
3268,0.682730304
54877,0.881699253
55303,0.897021135
46280,0.437421417
39006,0.803103413
52529,0.913995086
33576,0.670174851
57611,0.74209273
35280,0.80762828
71201,0.910294747
63513,0.486108444
36530,0.180839631
8777,0.908791189
11393,0.578212121
72230,0.435751198
8597,0.388065845
832,0.23227777
55282,0.637339966
73007,0.172210146
54736,0.353126876
51209,0.099515928
19974,0.900139297
23958,0.809553458
4712,0.792100963
14285,0.791160807
23864,0.377230529
3480,0.347409044
62629,0.507822191
51381,0.11187243
10626,0.325459823
20668,0.287665211
29035,0.488398127
65416,0.879968937
71178,0.494162969
19494,0.787422826
56272,0.425920667
25184,0.902958537
27769,0.723659197
29114,0.856977463
16718,0.305756114
67415,0.459425734
58812,0.13085119
56791,0.279299556
54139,0.207902821
29126,0.475191279
57494,0.922602876
56668,0.191919803
63006,0.615439486
60697,0.735134038
26061,0.157044994
20468,0.612259365
24644,0.174224656
60803,0.220321924
4431,0.312928385
7416,0.506450926
11990,0.580444689
8384,0.903471543
18793,0.219201149
67589,0.260745736
1197,0.909317028
47286,0.358340527
18137,0.756999167
21152,0.106593303
70297,0.785793463
41180,0.175036947
3006,0.306902567
14933,0.75990647
13994,0.925428146
52597,0.853311358
24117,0.124257687
34426,0.533202166
40531,0.916410867
71062,0.560738881
30825,0.743278708
14733,0.516743458
16046,0.926036932
15788,0.415706951
27512,0.115546953
66274,0.508406983
20181,0.629888744
40476,0.429676366
61831,0.918030729
58377,0.840065541
17123,0.636877613
879,0.753324911
1208,0.626663222
55149,0.409028908
68708,0.797285529
28008,0.899601975
62511,0.601600459
23584,0.302074847
18946,0.42981627
5002,0.593930651
15435,0.212665792
4880,0.545701403
26676,0.689925407
53224,0.753950072
27822,0.744889727
14366,0.547193672
24847,0.330161104
66976,0.828379396
70317,0.177418715
72107,0.571871087
37513,0.526770988
1153,0.573804024
19261,0.362215121
19349,0.35637589
13193,0.697682007
37391,0.923610001
25970,0.651466685
37659,0.568100122
42443,0.72110224
20433,0.876676879
33281,0.623988066
21727,0.371710383
15676,0.867089581
51770,0.490205998
44414,0.798679082
54305,0.192019897
21577,0.324490333
59386,0.486387089
69317,0.886552736
45783,0.592477939
72152,0.703087817
65425,0.921054928
37099,0.27060521
43810,0.895252445
59524,0.610874666
6130,0.244319128
10534,0.882754949
58574,0.849552226
5481,0.582060185
10270,0.610460211
62187,0.860848892
18550,0.043649369
44821,0.047179772
30822,0.604364612
9470,0.879532967
58278,0.114259408
26907,0.921214378
56890,0.185623324
55698,0.531738612
19840,0.168634467
47040,0.107498221
48846,0.171344321
59747,0.501625645
39581,0.150342211
24538,0.658600076
55084,0.756053879
824,0.420069978
18408,0.448345256
7278,0.907845589
61532,0.08077628
66557,0.254552462
40503,0.698342751
56659,0.484006373
62745,0.805681022
62051,0.380396797
72005,0.323513288
10232,0.869788779
56841,0.042304501
18362,0.433016137
62824,0.20696314
70793,0.607236485
67167,0.779226126
72661,0.674386236
6721,0.253067997
12423,0.840078402
13964,0.905389566
14859,0.391339272
59784,0.105272944
7979,0.361958443
66075,0.681773654
58219,0.360603963
14512,0.874097033
681,0.096945077
56974,0.633335787
11475,0.421856596
17054,0.881548307
22713,0.066136878
7255,0.643007939
55061,0.927141486
59754,0.742095344
55231,0.789393075
10359,0.420455259
71361,0.324388275
40791,0.208733696
57160,0.515817941
22018,0.126929157
22546,0.221348047
25459,0.468831971
63460,0.776234076
34562,0.888642612
42640,0.165816213
17048,0.462656542
15614,0.27324121
8458,0.323713222
36262,0.925931983
22743,0.316160085
29092,0.192267756
15840,0.321139144
3262,0.878172884
71441,0.800605179
51104,0.224053326
16559,0.490323601
56444,0.740967949
16773,0.034455533
330,0.775766614
14288,0.286776072
3460,0.412590398
42188,0.824652153
13684,0.746326311
57688,0.334443861
67868,0.589454784
19276,0.631444834
30529,0.696372872
36959,0.382091903
21522,0.928447985
34930,0.925000314
40937,0.646491461
985,0.41411813
45347,0.083805577
7565,0.933749046
69947,0.756122227
59825,0.305568398
30736,0.601388639
33031,0.845116301
59103,0.306340736
42225,0.110108553
105,0.086180948
57075,0.501995488
13315,0.758687551
27433,0.339133697
40353,0.359861338
28045,0.592528082
58897,0.90624537
23789,0.688204681
41750,0.458916993
69295,0.359862466
64522,0.084038893
18162,0.891027365
11407,0.284692912
4729,0.712112143
39317,0.056713127
19346,0.345610922
8800,0.370669889
71255,0.25023199
37022,0.464211017
51199,0.335112982
63370,0.38193058
61425,0.697224402
23705,0.640725331
264,0.530378871
